,host_is_superhost,cancellation_policy,instant_bookable,property_type,room_type,accommodates,bathrooms,bedrooms,beds,review_scores_rating,price_region
4985,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 150.0-200.0
7112,0,strict_14_with_grace_period,0,Condominium,Entire home/apt,4.0,1.0,2.0,3.0,98.0,Others
4995,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,70.0,region 50.0-100.0
4928,0,flexible,1,Apartment,Entire home/apt,3.0,1.0,2.0,2.0,100.0,region 300.0-350.0
1245,0,moderate,0,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,100.0,region 300.0-350.0
4084,1,flexible,1,House,Private room,2.0,1.0,1.0,1.0,97.0,region 50.0-100.0
3852,0,strict_14_with_grace_period,0,Apartment,Private room,3.0,1.0,1.0,1.0,100.0,region 50.0-100.0
2731,1,moderate,0,Townhouse,Private room,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
6195,0,strict_14_with_grace_period,0,House,Entire home/apt,4.0,2.0,3.0,3.0,98.0,region 250.0-300.0
3333,0,moderate,0,Condominium,Entire home/apt,3.0,2.0,2.0,3.0,93.0,region 200.0-250.0
2665,0,moderate,0,Apartment,Private room,1.0,1.0,1.0,2.0,100.0,region 50.0-100.0
5337,0,strict_14_with_grace_period,1,House,Entire home/apt,5.0,1.0,3.0,3.0,100.0,region 350.0-400.0
1982,1,moderate,1,House,Private room,8.0,2.0,2.0,5.0,97.0,region 200.0-250.0
869,0,moderate,0,Guest suite,Entire home/apt,2.0,1.0,0.0,0.0,96.0,region 50.0-100.0
1659,1,strict_14_with_grace_period,1,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,97.0,region 200.0-250.0
3233,1,moderate,0,Apartment,Entire home/apt,4.0,2.0,2.0,0.0,100.0,region 150.0-200.0
4769,0,flexible,1,Boutique hotel,Private room,2.0,1.0,0.0,1.0,98.0,region 50.0-100.0
3050,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,92.0,region 300.0-350.0
6572,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,2.0,2.0,80.0,region 100.0-150.0
2677,1,strict_14_with_grace_period,1,House,Private room,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
5470,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,2.0,98.0,region 100.0-150.0
3397,0,moderate,1,House,Private room,5.0,1.0,2.0,4.0,92.0,region 100.0-150.0
5772,1,flexible,0,House,Private room,2.0,0.5,1.0,1.0,99.0,region 50.0-100.0
3078,0,flexible,1,Boutique hotel,Private room,4.0,1.0,1.0,2.0,86.0,region 50.0-100.0
3985,1,moderate,0,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
1138,0,strict_14_with_grace_period,1,House,Entire home/apt,10.0,2.0,3.0,5.0,93.0,region 450.0-500.0
2694,0,strict_14_with_grace_period,1,Others,Private room,4.0,1.0,1.0,1.0,100.0,region 450.0-500.0
4235,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,5.0,2.0,2.0,4.0,100.0,region 250.0-300.0
4585,0,flexible,1,House,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
5009,0,moderate,1,Apartment,Entire home/apt,6.0,1.0,3.0,3.0,92.0,region 250.0-300.0
5711,0,moderate,0,House,Private room,4.0,1.0,2.0,2.0,98.0,region 150.0-200.0
5767,0,flexible,0,House,Entire home/apt,4.0,2.0,2.0,2.0,100.0,region 300.0-350.0
6309,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,98.0,region 200.0-250.0
5994,0,flexible,1,House,Private room,1.0,5.0,1.0,1.0,98.0,region 50.0-100.0
7058,0,flexible,0,Guest suite,Private room,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
4908,0,strict_14_with_grace_period,0,Hotel,Private room,4.0,1.0,0.0,2.0,98.0,region 150.0-200.0
4310,0,strict_14_with_grace_period,1,House,Private room,1.0,1.0,1.0,1.0,98.0,region 50.0-100.0
6039,0,flexible,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
6585,0,strict_14_with_grace_period,0,House,Private room,1.0,1.0,1.0,1.0,98.0,region 50.0-100.0
3369,1,strict_14_with_grace_period,0,Condominium,Private room,2.0,1.0,1.0,1.0,99.0,region 150.0-200.0
2179,1,strict_14_with_grace_period,0,House,Entire home/apt,4.0,1.0,2.0,5.0,89.0,region 250.0-300.0
4410,0,strict_14_with_grace_period,0,Others,Private room,1.0,1.0,0.0,1.0,95.0,region 100.0-150.0
2186,1,moderate,1,House,Private room,2.0,1.0,1.0,1.0,95.0,region 100.0-150.0
2639,0,flexible,0,Others,Shared room,2.0,0.0,1.0,1.0,94.0,region 50.0-100.0
6877,0,strict_14_with_grace_period,0,Condominium,Entire home/apt,6.0,1.0,2.0,3.0,98.0,region 150.0-200.0
416,0,strict_14_with_grace_period,0,House,Entire home/apt,6.0,1.0,3.0,3.0,99.0,Others
5125,1,moderate,1,Others,Shared room,1.0,2.0,1.0,1.0,96.0,region 50.0-100.0
2086,1,strict_14_with_grace_period,0,Guest suite,Entire home/apt,4.0,1.0,1.0,2.0,93.0,region 150.0-200.0
4054,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,99.0,region 100.0-150.0
3986,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 250.0-300.0
6197,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,3.0,1.0,2.0,3.0,98.0,region 100.0-150.0
2754,1,strict_14_with_grace_period,0,Condominium,Entire home/apt,5.0,1.0,1.0,2.0,90.0,region 250.0-300.0
136,0,strict_14_with_grace_period,0,House,Entire home/apt,8.0,2.0,4.0,5.0,98.0,Others
4842,0,moderate,1,Guest suite,Entire home/apt,3.0,1.0,1.0,1.0,94.0,region 150.0-200.0
1474,1,moderate,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
1122,1,strict_14_with_grace_period,0,Condominium,Private room,2.0,1.0,1.0,1.0,98.0,Others
4889,0,flexible,1,Boutique hotel,Private room,2.0,1.0,0.0,2.0,98.0,region 50.0-100.0
4131,0,moderate,0,House,Private room,2.0,1.0,1.0,2.0,89.0,region 0.0-50.0
25,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,96.0,region 50.0-100.0
657,0,moderate,0,Condominium,Private room,2.0,1.0,1.0,1.0,97.0,region 100.0-150.0
3942,0,flexible,0,House,Private room,3.0,2.0,1.0,2.0,92.0,region 50.0-100.0
5498,0,flexible,1,Apartment,Private room,2.0,5.0,1.0,1.0,98.0,region 200.0-250.0
449,1,moderate,0,House,Entire home/apt,8.0,2.0,3.0,6.0,96.0,region 400.0-450.0
3432,1,moderate,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
3296,0,flexible,0,House,Private room,1.0,1.0,1.0,1.0,100.0,region 50.0-100.0
3124,0,flexible,1,Serviced apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 150.0-200.0
1401,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,100.0,region 250.0-300.0
3282,0,strict_14_with_grace_period,0,Condominium,Entire home/apt,4.0,1.0,2.0,2.0,95.0,region 150.0-200.0
1258,0,strict_14_with_grace_period,0,Apartment,Private room,2.0,1.0,1.0,1.0,97.0,region 200.0-250.0
6446,0,flexible,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 200.0-250.0
4847,1,strict_14_with_grace_period,1,House,Private room,4.0,1.0,2.0,2.0,96.0,region 200.0-250.0
1270,0,moderate,1,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,93.0,region 50.0-100.0
7091,0,strict_14_with_grace_period,0,Hotel,Private room,4.0,1.0,1.0,2.0,98.0,region 150.0-200.0
1449,0,flexible,0,Others,Shared room,4.0,0.0,1.0,4.0,92.0,region 0.0-50.0
6517,0,moderate,1,Apartment,Entire home/apt,4.0,2.0,1.0,4.0,98.0,region 50.0-100.0
1052,1,moderate,0,Guest suite,Entire home/apt,5.0,1.0,2.0,2.0,98.0,region 200.0-250.0
2825,0,strict_14_with_grace_period,0,Townhouse,Entire home/apt,6.0,1.0,2.0,3.0,93.0,region 250.0-300.0
2437,0,flexible,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 150.0-200.0
3990,1,moderate,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
4340,1,flexible,1,Guest suite,Private room,6.0,1.0,1.0,2.0,97.0,region 150.0-200.0
6247,1,strict_14_with_grace_period,0,Condominium,Entire home/apt,4.0,1.0,3.0,3.0,98.0,region 100.0-150.0
276,1,moderate,0,Condominium,Entire home/apt,6.0,1.0,2.0,4.0,99.0,region 150.0-200.0
2441,1,strict_14_with_grace_period,1,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,97.0,Others
2158,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,3.0,1.0,1.0,2.0,98.0,region 250.0-300.0
588,1,strict_14_with_grace_period,0,Apartment,Private room,2.0,2.0,1.0,1.0,94.0,region 50.0-100.0
2207,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,100.0,region 200.0-250.0
970,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,92.0,region 150.0-200.0
6043,0,moderate,0,House,Private room,1.0,1.0,1.0,1.0,100.0,region 50.0-100.0
4850,1,strict_14_with_grace_period,1,House,Entire home/apt,8.0,2.0,4.0,4.0,96.0,Others
3184,1,strict_14_with_grace_period,0,Apartment,Private room,6.0,1.0,3.0,3.0,100.0,region 400.0-450.0
2708,1,moderate,1,House,Private room,3.0,1.0,1.0,1.0,99.0,region 50.0-100.0
4240,1,flexible,1,Apartment,Private room,1.0,1.0,1.0,1.0,96.0,region 100.0-150.0
6483,1,flexible,0,Condominium,Entire home/apt,4.0,1.0,2.0,2.0,98.0,region 200.0-250.0
6473,1,strict,0,Condominium,Entire home/apt,6.0,2.0,3.0,3.0,98.0,region 300.0-350.0
3334,1,moderate,0,Others,Entire home/apt,5.0,1.0,2.0,3.0,99.0,region 150.0-200.0
1759,0,moderate,0,House,Entire home/apt,8.0,1.0,3.0,4.0,100.0,region 250.0-300.0
2181,0,strict_14_with_grace_period,0,House,Entire home/apt,8.0,1.0,4.0,5.0,100.0,region 400.0-450.0
3757,1,moderate,1,House,Private room,4.0,1.0,1.0,3.0,98.0,region 50.0-100.0
5419,1,moderate,1,Condominium,Entire home/apt,4.0,1.0,1.0,2.0,96.0,region 300.0-350.0
4263,1,strict_14_with_grace_period,0,House,Entire home/apt,4.0,1.0,2.0,2.0,100.0,region 300.0-350.0
2272,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,12.0,2.0,3.0,6.0,97.0,region 450.0-500.0
3825,0,moderate,0,Apartment,Entire home/apt,6.0,2.0,3.0,3.0,100.0,region 400.0-450.0
927,0,moderate,0,Apartment,Entire home/apt,6.0,2.0,3.0,2.0,98.0,region 350.0-400.0
3226,0,flexible,1,Boutique hotel,Private room,2.0,0.0,1.0,1.0,85.0,region 50.0-100.0
3068,0,moderate,1,House,Private room,2.0,1.0,1.0,1.0,95.0,region 50.0-100.0
7100,1,flexible,0,Guest suite,Private room,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
24,1,strict_14_with_grace_period,0,House,Entire home/apt,2.0,1.0,1.0,1.0,97.0,region 150.0-200.0
4902,0,flexible,1,Boutique hotel,Private room,2.0,1.0,0.0,2.0,100.0,region 50.0-100.0
7013,0,flexible,1,Apartment,Shared room,1.0,1.0,1.0,1.0,98.0,region 0.0-50.0
443,1,flexible,0,Condominium,Entire home/apt,4.0,1.0,2.0,2.0,96.0,region 250.0-300.0
5875,1,moderate,0,House,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
4246,0,strict_14_with_grace_period,1,House,Entire home/apt,6.0,1.0,2.0,2.0,100.0,region 250.0-300.0
6887,0,flexible,1,House,Private room,2.0,1.0,1.0,2.0,98.0,region 50.0-100.0
2142,1,strict_14_with_grace_period,0,Others,Shared room,1.0,2.0,1.0,1.0,96.0,region 0.0-50.0
754,0,flexible,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,87.0,region 100.0-150.0
2265,0,moderate,0,Condominium,Entire home/apt,4.0,1.0,2.0,2.0,94.0,region 150.0-200.0
6525,0,strict_14_with_grace_period,1,Guest suite,Entire home/apt,3.0,1.0,1.0,1.0,100.0,region 150.0-200.0
1047,1,flexible,0,House,Entire home/apt,5.0,1.0,2.0,2.0,98.0,region 300.0-350.0
780,0,flexible,1,House,Private room,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
900,1,moderate,1,House,Private room,2.0,1.0,1.0,1.0,96.0,region 50.0-100.0
3035,0,flexible,0,Apartment,Entire home/apt,1.0,1.0,1.0,1.0,98.0,Others
4960,1,moderate,1,House,Private room,5.0,3.0,3.0,3.0,98.0,region 250.0-300.0
1952,0,strict_14_with_grace_period,0,Condominium,Entire home/apt,4.0,1.0,2.0,2.0,100.0,region 300.0-350.0
6436,0,flexible,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 250.0-300.0
2760,0,moderate,1,Hotel,Private room,4.0,1.0,1.0,2.0,93.0,region 100.0-150.0
1197,1,moderate,0,House,Private room,2.0,1.0,1.0,1.0,97.0,region 50.0-100.0
100,0,strict_14_with_grace_period,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 0.0-50.0
1049,1,strict_14_with_grace_period,0,House,Entire home/apt,4.0,2.0,3.0,4.0,85.0,region 150.0-200.0
1627,0,strict_14_with_grace_period,0,Others,Shared room,8.0,2.0,1.0,8.0,90.0,region 50.0-100.0
6937,1,moderate,0,House,Entire home/apt,4.0,1.0,2.0,2.0,100.0,region 150.0-200.0
2831,1,moderate,1,House,Private room,2.0,1.0,1.0,1.0,100.0,region 150.0-200.0
3800,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,90.0,region 100.0-150.0
2443,0,strict_14_with_grace_period,0,Apartment,Private room,4.0,1.0,2.0,3.0,98.0,region 100.0-150.0
1271,1,strict_14_with_grace_period,0,Guest suite,Entire home/apt,3.0,1.0,0.0,2.0,97.0,region 150.0-200.0
5854,1,moderate,0,Guest suite,Entire home/apt,2.0,1.0,0.0,1.0,100.0,region 100.0-150.0
6752,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,6.0,1.0,2.0,3.0,98.0,region 200.0-250.0
2748,0,moderate,1,Hotel,Private room,2.0,1.0,1.0,1.0,86.0,region 100.0-150.0
5474,0,strict_14_with_grace_period,1,Apartment,Private room,1.0,1.0,1.0,1.0,100.0,region 50.0-100.0
766,0,flexible,0,Apartment,Entire home/apt,4.0,2.0,3.0,2.0,98.0,region 350.0-400.0
4846,1,strict_14_with_grace_period,0,Condominium,Private room,1.0,1.0,1.0,1.0,98.0,region 150.0-200.0
5058,0,flexible,1,Apartment,Private room,4.0,1.0,1.0,2.0,87.0,region 50.0-100.0
1889,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,9.0,1.0,2.0,5.0,96.0,region 400.0-450.0
3660,0,strict_14_with_grace_period,0,House,Entire home/apt,10.0,2.0,6.0,7.0,100.0,Others
3060,0,flexible,1,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,93.0,region 450.0-500.0
6386,0,flexible,0,Apartment,Entire home/apt,8.0,2.0,3.0,3.0,100.0,Others
168,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,97.0,region 100.0-150.0
73,0,strict_14_with_grace_period,1,Apartment,Private room,1.0,1.0,1.0,1.0,94.0,region 50.0-100.0
2653,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,5.0,2.0,1.0,3.0,95.0,region 200.0-250.0
7113,0,strict_14_with_grace_period,1,House,Private room,2.0,1.0,1.0,1.0,98.0,region 0.0-50.0
2985,1,moderate,1,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,99.0,region 50.0-100.0
1883,1,strict_14_with_grace_period,1,Guest suite,Entire home/apt,5.0,1.0,2.0,3.0,97.0,region 250.0-300.0
4044,0,strict_14_with_grace_period,1,Condominium,Entire home/apt,4.0,1.0,1.0,2.0,100.0,region 200.0-250.0
2166,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,6.0,2.0,2.0,3.0,20.0,region 300.0-350.0
5234,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
2568,1,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 150.0-200.0
992,0,strict_14_with_grace_period,0,Guest suite,Entire home/apt,4.0,1.0,1.0,2.0,98.0,region 100.0-150.0
6149,0,moderate,1,Condominium,Private room,4.0,1.0,1.0,2.0,100.0,region 50.0-100.0
5595,1,strict_14_with_grace_period,0,Condominium,Entire home/apt,4.0,1.0,1.0,3.0,100.0,region 150.0-200.0
6398,0,flexible,1,House,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
3216,1,moderate,0,House,Private room,4.0,1.0,1.0,2.0,100.0,region 150.0-200.0
1905,1,moderate,0,House,Entire home/apt,6.0,1.0,2.0,3.0,98.0,region 100.0-150.0
5189,1,moderate,1,House,Entire home/apt,8.0,2.0,4.0,5.0,96.0,Others
3086,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,2.0,97.0,region 50.0-100.0
1384,1,flexible,0,House,Private room,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
6527,1,strict_14_with_grace_period,1,House,Private room,1.0,1.0,1.0,1.0,98.0,region 100.0-150.0
3441,1,strict_14_with_grace_period,0,Condominium,Entire home/apt,4.0,1.0,2.0,3.0,99.0,region 250.0-300.0
1738,1,strict_14_with_grace_period,1,Others,Entire home/apt,2.0,1.0,0.0,1.0,97.0,region 100.0-150.0
6709,0,strict_14_with_grace_period,1,House,Entire home/apt,4.0,1.0,2.0,3.0,98.0,region 150.0-200.0
1503,1,moderate,0,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,99.0,region 200.0-250.0
2564,0,moderate,0,Apartment,Entire home/apt,5.0,1.0,2.0,3.0,94.0,region 200.0-250.0
1631,1,strict_14_with_grace_period,0,Apartment,Private room,1.0,1.0,1.0,1.0,95.0,region 50.0-100.0
3724,1,moderate,0,House,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
2102,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,3.0,96.0,region 150.0-200.0
6611,0,flexible,0,Apartment,Entire home/apt,7.0,2.0,3.0,3.0,98.0,region 150.0-200.0
266,1,moderate,0,Apartment,Entire home/apt,6.0,1.0,3.0,3.0,93.0,Others
1033,0,strict_14_with_grace_period,0,House,Private room,2.0,1.0,1.0,1.0,87.0,region 50.0-100.0
5925,0,flexible,1,Apartment,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
2631,1,strict_14_with_grace_period,0,House,Entire home/apt,6.0,1.0,3.0,3.0,100.0,Others
3586,0,moderate,1,House,Private room,2.0,2.0,1.0,1.0,94.0,region 50.0-100.0
2585,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,91.0,region 100.0-150.0
1844,1,flexible,1,House,Private room,1.0,1.0,1.0,1.0,99.0,region 50.0-100.0
7046,0,moderate,0,Condominium,Entire home/apt,4.0,2.0,2.0,2.0,98.0,region 200.0-250.0
6203,0,strict_14_with_grace_period,1,House,Private room,5.0,1.0,1.0,3.0,100.0,region 50.0-100.0
6699,0,moderate,0,Condominium,Entire home/apt,4.0,1.0,1.0,0.0,100.0,region 250.0-300.0
2214,0,moderate,1,Apartment,Entire home/apt,8.0,2.0,4.0,4.0,97.0,region 250.0-300.0
144,1,strict_14_with_grace_period,0,Townhouse,Entire home/apt,4.0,2.0,2.0,3.0,96.0,region 350.0-400.0
4427,0,strict_14_with_grace_period,0,House,Private room,1.0,1.0,1.0,1.0,93.0,region 0.0-50.0
3959,1,flexible,1,Guest suite,Entire home/apt,4.0,1.0,1.0,2.0,99.0,region 250.0-300.0
6069,1,strict_14_with_grace_period,0,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
4343,1,moderate,0,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,98.0,region 150.0-200.0
4469,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
4476,0,super_strict_30,1,Apartment,Entire home/apt,6.0,1.0,4.0,4.0,98.0,region 150.0-200.0
2547,0,strict_14_with_grace_period,0,House,Entire home/apt,6.0,3.0,3.0,3.0,98.0,Others
320,0,flexible,0,Apartment,Private room,2.0,1.0,1.0,1.0,98.0,region 100.0-150.0
6335,0,strict_14_with_grace_period,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
4732,0,flexible,0,House,Private room,2.0,2.0,1.0,1.0,91.0,region 50.0-100.0
1587,0,strict_14_with_grace_period,0,Guest suite,Entire home/apt,5.0,1.0,2.0,3.0,97.0,region 100.0-150.0
5427,0,strict_14_with_grace_period,1,House,Entire home/apt,8.0,1.0,3.0,4.0,100.0,region 200.0-250.0
1584,0,moderate,0,Others,Entire home/apt,4.0,1.0,1.0,3.0,96.0,region 150.0-200.0
3573,1,moderate,0,Apartment,Entire home/apt,6.0,1.0,3.0,3.0,100.0,region 200.0-250.0
3699,1,moderate,0,House,Private room,2.0,1.0,1.0,1.0,96.0,region 100.0-150.0
2282,1,strict_14_with_grace_period,0,House,Entire home/apt,6.0,2.0,3.0,3.0,98.0,region 250.0-300.0
5310,0,flexible,0,Apartment,Private room,2.0,1.0,1.0,1.0,98.0,region 200.0-250.0
4526,0,strict_14_with_grace_period,0,Condominium,Entire home/apt,4.0,1.0,3.0,3.0,97.0,region 350.0-400.0
1010,1,strict_14_with_grace_period,0,House,Entire home/apt,4.0,2.0,2.0,2.0,96.0,region 250.0-300.0
3913,0,strict_14_with_grace_period,1,House,Private room,2.0,1.0,1.0,1.0,94.0,region 100.0-150.0
3024,0,moderate,1,House,Private room,2.0,1.0,1.0,1.0,86.0,region 50.0-100.0
3996,0,strict_14_with_grace_period,0,Condominium,Private room,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
191,1,moderate,0,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,99.0,region 250.0-300.0
4783,1,moderate,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
1175,1,moderate,0,Condominium,Private room,2.0,2.0,1.0,0.0,98.0,region 100.0-150.0
4531,0,strict_14_with_grace_period,1,House,Private room,3.0,1.0,0.0,2.0,98.0,region 50.0-100.0
4992,0,flexible,0,Serviced apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 100.0-150.0
1690,1,moderate,1,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,100.0,region 150.0-200.0
6038,0,flexible,1,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
1280,1,strict_14_with_grace_period,0,Condominium,Entire home/apt,3.0,1.0,1.0,1.0,96.0,region 150.0-200.0
5995,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,2.0,90.0,region 50.0-100.0
3350,1,strict_14_with_grace_period,0,House,Entire home/apt,4.0,1.0,2.0,0.0,98.0,region 150.0-200.0
5282,1,moderate,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 100.0-150.0
5112,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,3.0,1.0,0.0,2.0,98.0,region 100.0-150.0
2232,0,moderate,1,House,Entire home/apt,2.0,1.0,1.0,1.0,97.0,region 100.0-150.0
687,0,moderate,0,Condominium,Entire home/apt,5.0,2.0,3.0,3.0,88.0,region 350.0-400.0
5661,0,strict_14_with_grace_period,0,Others,Private room,1.0,1.0,0.0,1.0,80.0,region 100.0-150.0
638,0,strict_14_with_grace_period,1,Apartment,Private room,2.0,1.0,1.0,1.0,87.0,region 50.0-100.0
569,0,strict_14_with_grace_period,0,Apartment,Private room,2.0,1.0,1.0,1.0,92.0,region 50.0-100.0
3654,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,5.0,2.0,3.0,3.0,80.0,region 150.0-200.0
933,1,moderate,0,House,Private room,3.0,1.0,1.0,2.0,98.0,region 50.0-100.0
5503,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,2.0,98.0,region 100.0-150.0
1169,0,flexible,0,Apartment,Private room,2.0,1.0,1.0,1.0,100.0,region 50.0-100.0
1360,1,moderate,0,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
4629,0,flexible,0,Apartment,Private room,1.0,1.0,0.0,1.0,98.0,region 50.0-100.0
3287,1,strict_14_with_grace_period,1,House,Entire home/apt,5.0,2.0,2.0,3.0,97.0,region 200.0-250.0
3462,1,moderate,1,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,99.0,region 100.0-150.0
6610,0,flexible,0,House,Private room,2.0,1.0,1.0,1.0,100.0,region 150.0-200.0
1822,1,strict_14_with_grace_period,0,House,Private room,2.0,2.0,1.0,1.0,99.0,region 100.0-150.0
6413,1,strict,0,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,98.0,region 150.0-200.0
2790,1,moderate,1,Guest suite,Entire home/apt,2.0,1.0,0.0,1.0,95.0,region 100.0-150.0
196,1,strict_14_with_grace_period,1,Guest suite,Entire home/apt,4.0,1.0,1.0,1.0,94.0,region 100.0-150.0
6577,0,flexible,1,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,98.0,region 100.0-150.0
5898,1,moderate,1,Condominium,Private room,2.0,1.0,1.0,1.0,98.0,Others
4591,1,flexible,1,Apartment,Entire home/apt,1.0,1.0,1.0,1.0,100.0,region 100.0-150.0
6735,0,strict_14_with_grace_period,1,House,Private room,2.0,1.0,1.0,1.0,98.0,region 50.0-100.0
5032,1,moderate,0,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,97.0,region 100.0-150.0
3089,1,strict_14_with_grace_period,0,Condominium,Entire home/apt,4.0,1.0,2.0,2.0,100.0,region 200.0-250.0
3785,0,strict_14_with_grace_period,0,Guest suite,Entire home/apt,3.0,1.0,0.0,2.0,98.0,region 100.0-150.0
5075,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,80.0,region 50.0-100.0
2428,0,moderate,0,House,Entire home/apt,6.0,2.0,3.0,3.0,97.0,region 300.0-350.0
2075,1,moderate,0,Guest suite,Entire home/apt,2.0,1.0,0.0,0.0,99.0,region 50.0-100.0
5397,1,moderate,0,Apartment,Entire home/apt,6.0,2.0,3.0,3.0,98.0,region 250.0-300.0
5909,1,flexible,1,House,Private room,1.0,1.0,1.0,1.0,89.0,region 50.0-100.0
5751,0,strict_14_with_grace_period,0,Townhouse,Private room,1.0,1.0,1.0,1.0,100.0,region 50.0-100.0
4491,1,moderate,0,Apartment,Entire home/apt,8.0,1.0,3.0,4.0,97.0,region 300.0-350.0
6464,0,flexible,1,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,98.0,region 250.0-300.0
1705,1,moderate,0,House,Private room,1.0,1.0,1.0,1.0,97.0,region 50.0-100.0
147,0,strict_14_with_grace_period,0,Apartment,Entire home/apt,2.0,1.0,1.0,2.0,82.0,region 100.0-150.0
